semel,school_name_budget,budget_year,district,authority_name,authority_code,sector,supervision,legal_status,education_stage,education_type,nurture_quintile_raw,strength_band,students_regular,students_special,classes_regular,avg_class_size,budget_total,cost_teaching,cost_tuition,cost_perimeter,cost_projects,cost_purchases,cost_transport,hours_private,nurture_quintile
610105,אמת ואמונה לבנים,תשעה,דרום,קרית גת,26302,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,160,0,8.0,20.0,1213111.1794307693,0.0,0.0,0.0,1211555.46,2864.6794307692303,-1308.96,0.0,3.0
610121,בית יחזקאל,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,608,0,19.0,32.0,7294977.401291338,6516486.1228,0.0,720674.3,34774.44,29539.93849133841,-6497.4,156.67,2.0
610162,ארלוזורוב,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,349,29,13.0,26.846153846153847,8092957.195148958,6440744.853000001,0.0,797701.3300000001,-157614.67,939547.5821489579,-1142.4,142.94,5.0
610170,ישיבה תיכונית אילת,תשעה,דרום,אילת,26005,יהודי,ממלכתי דתי,מוכר,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,100,11,5.0,20.0,2991816.733815741,0.0,2869525.880000001,56522.01,10978.3,55393.1838157391,-602.64,0.0,4.0
610188,סיני,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,331,17,12.0,27.583333333333332,5964919.425139556,5098537.5994,0.0,608319.71,-66857.44000000002,325170.3557395564,-3059.2,109.25,3.0
610196,עוזיאל,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,287,13,11.0,26.09090909090909,5988571.0421438,4838780.475400001,0.0,450943.88999999996,-240253.41,938871.9667438006,-2580.28,111.0,3.0
610204,"רמב""ם",תשעה,דרום,אשקלון,71001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,358,37,13.0,27.53846153846154,8426476.317242239,6712194.5505,0.0,772724.66,-248269.54,1185945.8467422393,-1736.0,153.09,5.0
610212,מבואות,תשעה,דרום,באר טוביה,3300000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,791,12,23.0,34.391304347826086,9152324.701271214,8197878.584800001,0.0,731200.97,-377582.44,611702.706471212,-10875.12,188.26999999999998,1.0
610246,בארי,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,337,27,12.0,28.083333333333332,6718465.566020959,5703239.741599999,0.0,598832.45,-236017.69999999995,652264.1944209601,-2661.52,113.66,3.0
610253,דגניה,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,139,0,5.0,23.166666666666668,2521476.8485361994,2167989.2092,0.0,243984.23,-65045.94,176310.22933619955,-1760.88,51.46,1.0
610287,אוטיסטים,תשעה,דרום,חורה,13037,בדואי,ממלכתי,רשמי,"יסודי חט""ב ועליונה",מיוחד,לא מחושב,,0,47,0.0,,8093656.015284002,5516973.3417,0.0,1433813.35,412691.70000000007,9963.443583999999,0.0,109.23,
610303,מענית,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,489,0,16.0,30.5625,6056828.412992815,5430427.8596,0.0,567146.87,8752.73,52448.95339281392,-4756.4,116.68,3.0
610311,נטעים מיתרים,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,220,48,9.0,24.444444444444443,6040805.199554192,5170827.979400001,0.0,617343.8200000001,-100524.37,351781.8101541935,-1432.44,109.85,4.0
610329,נתיבות-יורם,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,376,43,13.0,28.923076923076923,6629050.72790106,5738656.1285999995,0.0,760611.17,-115402.48,248444.62930106084,-3258.72,126.0,4.0
610345,יסודי דתי - באר גנים,תשעה,דרום,חוף אשקלון,3600000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,44,0,2.0,22.0,1265724.5463283188,1171407.5342,0.0,68585.72,-64874.12000000001,91151.01212831857,-545.6,22.34,2.0
610378,"רמב""ם",תשעה,דרום,באר שבע,90001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,273,38,12.0,22.75,6490796.608923794,5357257.395199999,0.0,572969.83,-146815.16,598378.8037237932,-1504.8,103.51,5.0
610386,חזון עובדיה,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,203,13,7.0,29.0,5139025.926634204,4439306.291999999,0.0,346551.42,-100275.84999999999,451938.6246342032,-1302.96,102.87,5.0
610428,בית הגדי,תשעה,דרום,שדות נגב עזתה,3900000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,135,0,5.5,22.5,2768551.818725138,2456069.7116000005,0.0,189439.99,-69867.98000000001,191071.0971251383,-969.4,58.37,4.0
610436,ניצני הנגב,תשעה,דרום,בני שמעון,4100000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,454,0,15.0,30.266666666666666,5862854.156380483,5226961.1262,0.0,409522.1699999999,-249483.49000000002,476781.15018048324,-3735.2,112.48,3.0
610451,אורחות חיים,תשעה,דרום,מרחבים,4200000,יהודי,חרדי,תרבותי-ייחודי,עליונה בלבד,רגיל,חטיבה עליונה 4,חלש - בינוני,76,0,3.0,25.333333333333332,389620.6056597636,0.0,386981.25999999995,0.0,1078.3200000000002,1889.3456597637107,-328.32,0.0,4.0
610477,מורשה,תשעה,דרום,חוף אשקלון,3600000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,327,15,13.0,25.153846153846153,6965960.536599062,6114950.1843,0.0,581911.47,-353673.89,623335.5722990618,-3371.2,133.65,3.0
610485,יסודי חדש רובע טז,תשעה,דרום,אשדוד,703,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,לא מחושב,,88,0,3.0,29.333333333333332,1301720.3116,1229468.8916,0.0,111994.69,-38616.87,0.0,-1126.4,23.41,
610493,שער הנגב,תשעה,דרום,שער הנגב,3700000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,714,19,23.0,31.043478260869566,11463778.057927452,9565301.138,0.0,1043412.61,-954210.55,1809809.7399274525,-6151.68,218.93,3.0
610501,יסודי רמת כרמים,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,483,0,14.0,34.5,5375386.771599999,4793613.9355999995,0.0,549347.3400000001,32306.409999999996,5480.566,-5361.48,119.29,2.0
610527,הרצוג,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,380,0,12.0,31.666666666666668,4813441.053790037,4283080.0253,0.0,481434.24,21578.75,31340.91849003601,-3992.88,118.44999999999999,2.0
610550,שפיר,תשעה,דרום,שפיר,3400000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 1,חזק,505,15,17.0,29.705882352941178,9241295.772934597,7610295.034200001,0.0,828423.0500000002,-441551.16,1250909.6487345963,-6780.8,171.89999999999998,1.0
610600,יסודי דתי חדש בנות,תשעה,דרום,לכיש,5000000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,לא מחושב,,104,0,4.0,26.0,1744009.8932,1618165.0532,0.0,114984.99999999999,9196.8,0.0,-1145.36,37.77,
610618,יסודי דתי חדש בנים,תשעה,דרום,לכיש,5000000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,130,0,4.5,26.0,2104030.900909091,1952117.1099999999,0.0,140160.90000000002,11344.8,2064.17090909091,-1656.08,41.230000000000004,2.0
610626,ב. יעקב בנות כה תאמר,תשעה,דרום,קרית גת,26302,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,137,0,6.0,17.125,2131597.7352473116,0.0,0.0,222274.72000000003,-15323.469999999998,123982.68524731204,-1055.0,0.0,3.0
610642,נוה מדבר,תשעה,דרום,בני שמעון,4100000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,310,0,12.0,25.833333333333332,4569588.931390462,4163417.6489999997,0.0,339311.12,13980.72,56624.72239046155,-3745.28,91.39999999999999,2.0
610659,חופים,תשעה,דרום,חוף אשקלון,3600000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,526,0,17.0,30.941176470588236,7714533.062189807,6562915.8824000005,0.0,665936.79,-568875.9299999998,1059231.0597898064,-5376.84,152.79000000000002,2.0
610675,"ת""ת חניכי הישיבות",תשעה,דרום,נתיבות,2469,יהודי,חרדי,פטור,יסודי בלבד,רגיל,יסודי 3,בינוני,134,0,5.5,16.75,470288.61446940474,0.0,0.0,0.0,2226.62,1802.3650000000005,-1039.36,0.0,3.0
610709,המאוחד,תשעה,דרום,ירוחם,8318,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,287,18,12.0,23.916666666666668,6428086.356968047,5258919.691000001,0.0,612922.0400000002,-144476.72999999998,699327.795968046,-1414.84,104.8,5.0
610733,מבועים,תשעה,דרום,מרחבים,4200000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,608,0,20.0,30.4,8953753.978268828,7463638.5566,0.0,767014.1699999999,-407139.98,1136654.0716688274,-6412.84,160.55,2.0
610741,יובלי הבשור,תשעה,דרום,אשכול,3800000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,578,0,19.0,30.42105263157895,8247530.780543818,7351375.906599999,0.0,781189.26,-253350.29000000004,374626.3039438184,-6310.4,169.24,2.0
610774,מעגלים,תשעה,דרום,שדות נגב עזתה,3900000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,273,9,11.0,24.818181818181817,5532389.403284499,4940826.0106,0.0,442668.6899999998,-117788.56,268931.26268449996,-2248.0,109.46,3.0
610790,רמון,תשעה,דרום,מצפה רמון,992,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,230,0,9.0,25.555555555555557,4427137.303524958,3859937.5793,0.0,294073.96,-94581.74999999999,365914.4742249586,-1015.36,92.08,5.0
610808,משאבים,תשעה,דרום,רמת נגב,4800000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,476,0,16.0,29.75,6210693.214241101,5505792.4498,0.0,417588.28,-108127.60999999999,398262.0944411016,-2822.0,116.03999999999999,4.0
610824,באר מרים,תשעה,דרום,נתיבות,2469,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,77,0,3.0,19.25,401611.96,0.0,0.0,0.0,362285.36,39906.76,-580.16,0.0,3.0
610832,אורות מרגלית,תשעה,דרום,אשדוד,703,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,131,0,6.0,21.833333333333332,1638400.8896572473,0.0,0.0,165285.51,12407.7,2026.9996572475134,-1718.72,0.0,2.0
610857,רבקה גובר,תשעה,דרום,לכיש,5000000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,453,0,16.0,28.3125,5883398.881506804,5313115.880799999,0.0,474439.13,20918.39,79337.00070680508,-4411.52,113.98,2.0
610865,בית יוכבד חסידי גור,תשעה,דרום,קרית גת,26302,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,382,0,14.0,27.285714285714285,4302482.986878611,0.0,0.0,362063.24,35615.8,51116.33687861125,-2933.76,0.0,3.0
610881,גבריאל,תשעה,דרום,דימונה,22004,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,119,0,4.5,23.8,2414539.660684493,2045616.2728000002,0.0,167953.8,-74722.79000000001,273495.49788449274,-611.52,40.38,5.0
610899,ניצן,תשעה,דרום,חוף אשקלון,3600000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,633,0,19.0,33.31578947368421,8865643.419659385,7633907.5013999995,0.0,833477.1100000001,-266087.24,671373.8882593871,-7027.84,177.94,2.0
610923,"ממ""ד הראל",תשעה,דרום,מצפה רמון,992,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,70,0,2.5,17.5,1931210.9086330258,1685819.8124,0.0,126974.92,-27822.120000000003,143824.0162330261,-394.12,33.379999999999995,4.0
610931,נתיב יצחק,תשעה,דרום,נתיבות,2469,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,194,10,7.5,24.25,4432495.505988477,3713538.9910000004,0.0,351112.01999999996,-52217.79000000001,418199.28498847614,-945.4,82.83,5.0
610949,אבן ישראל,תשעה,דרום,אשדוד,703,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,236,0,11.0,21.454545454545453,3026263.465,0.0,0.0,283202.3,22964.8,2627.965000000001,-1896.0,0.0,3.0
610956,דעת,תשעה,דרום,שדות נגב עזתה,3900000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,317,0,12.0,26.416666666666668,6104279.3944312,5398425.7398,0.0,481475.9399999998,-91999.85,316849.5646312015,-3280.4,126.88,2.0
610964,"ת""ת חסידי גור רובע ג",תשעה,דרום,אשדוד,703,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,625,37,20.0,31.25,6807509.015,0.0,0.0,732101.4400000001,114858.88,10463.555000000024,-6319.16,0.0,2.0
610980,חסידי גור,תשעה,דרום,אשדוד,703,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,475,0,17.0,27.941176470588236,4856373.2346,0.0,0.0,430813.13000000006,42419.4,7637.74460000001,-4560.0,0.0,2.0
611004,תורני נווה זאב,תשעה,דרום,באר שבע,90001,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,178,0,8.5,19.77777777777778,3926294.509711,3535486.9336,0.0,256436.95000000004,-22789.57,158566.276111,-1406.08,78.63,3.0
611020,שפרינצק,תשעה,דרום,קרית גת,26302,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,200,24,8.0,25.0,4372840.232047283,3660359.656,0.0,455513.25,-70981.43000000001,326812.91604728333,-1672.56,80.15,3.0
611038,משואה,תשעה,דרום,קרית גת,26302,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,483,0,17.0,28.41176470588235,8541463.657435,6964120.1146,0.0,640350.6699999999,-131486.21000000002,1069629.9628350001,-3959.28,158.55,3.0
611046,אוהל יוסף יצחק,תשעה,דרום,קרית גת,26302,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,160,0,7.0,20.0,3566906.6799552846,2991830.4422000004,0.0,285864.06,-65954.95,356636.5277552853,-1469.4,68.19,2.0
611053,אחוות אחים,תשעה,דרום,קרית מלאכי,10348,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,214,0,7.0,30.571428571428573,4083842.6964407368,3141953.6491999994,0.0,367868.70999999996,-134390.58,706696.397240737,-1374.72,73.94,4.0
611061,נצח ישראל,תשעה,דרום,קרית מלאכי,10348,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,317,19,12.0,26.416666666666668,7214934.844578132,5628754.2629,0.0,677975.9199999999,-183785.4,1087597.001678132,-1925.84,136.67000000000002,4.0
611103,חניכי הישיבות,תשעה,דרום,אשדוד,703,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,347,0,15.0,23.133333333333333,3942488.4913498308,0.0,0.0,383105.75999999995,33134.6,4252.5313498307605,-3106.4,0.0,3.0
611111,יסודי תורני סביבתי,תשעה,דרום,מצפה רמון,992,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,351,0,14.0,25.071428571428573,2088405.244590607,0.0,0.0,0.0,2055918.3900000006,35239.014590606865,-2752.16,0.0,3.0
611137,"ת""ת אור מנחם",תשעה,דרום,ערד,25601,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,82,0,3.5,11.714285714285714,2589358.1726,2375587.8854,0.0,203828.65000000002,10129.0,322.63720000000006,-510.0,50.98,5.0
611145,"אור מנחם חב""ד בנות",תשעה,דרום,ערד,25601,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,88,0,4.0,11.0,2671650.3937999997,2414361.8186,0.0,244731.09999999998,11960.5,1177.5351999999998,-580.56,54.82,4.0
611160,שקמים,תשעה,דרום,שדרות,10314,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,265,7,11.0,24.09090909090909,5755558.285166813,4887055.7274,0.0,365927.3600000001,-100386.36000000002,601485.3177668138,-1332.16,106.82000000000001,4.0
611178,הרואה,תשעה,דרום,שדרות,10314,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,163,0,8.0,20.375,4358145.879170051,3793770.3366,0.0,192063.65000000002,-130981.12999999998,501231.94257005025,-747.32,91.01,5.0
611194,אוהל תמר,תשעה,דרום,נתיבות,2469,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,348,0,13.0,26.76923076923077,4976733.111582579,0.0,0.0,419971.79000000004,41493.6,29636.781582578686,-2730.28,0.0,3.0
611202,"יסודי ע""ש יואב גבעתי",תשעה,דרום,תמר,5100000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,96,0,3.5,16.0,2134336.94896059,1983353.4992,0.0,159360.9,-47456.630000000005,36936.77976059007,-666.0,38.53,4.0
611236,"אוהלי מנחם חב""ד",תשעה,דרום,קרית גת,26302,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,לא מחושב,,150,0,6.5,18.75,2869779.5376000004,2482693.4976000004,0.0,170686.63999999998,-51128.28999999999,268985.93000000005,-1458.24,49.79,
611244,הרב קוק,תשעה,דרום,לכיש,5000000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,149,0,6.5,21.285714285714285,3320943.6201304514,2893180.3742000004,0.0,197317.85,10028.69,218748.66593045118,-1140.36,63.769999999999996,4.0
611277,"ב""י נצח ישראל",תשעה,דרום,אשקלון,71001,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,313,8,14.0,22.357142857142858,5872946.859199199,0.0,0.0,470698.4000000001,-169872.97999999998,598805.8891992003,-2387.84,0.0,3.0
611285,"ת""ת ובי' מרכז באר שב",תשעה,דרום,באר שבע,90001,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,246,19,8.0,30.75,3370059.9329970754,0.0,0.0,363996.53,30415.3,28818.08299707493,-1289.28,0.0,5.0
611301,"ת""ת ובי' חזון יחזקאל",תשעה,דרום,שפיר,3400000,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 3,בינוני,335,21,12.0,27.916666666666668,5372541.266737885,0.0,0.0,561721.6599999999,80569.74,3973.0467378852995,-2747.2,0.0,3.0
611319,"ב""י קוממיות",תשעה,דרום,שפיר,3400000,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,115,0,4.5,14.375,1645330.072018427,0.0,0.0,198910.67,13394.4,2364.74201842719,-1283.4,0.0,2.0
611327,מעיינות,תשעה,צפון,גולן,7100000,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,לא מחושב,,88,0,3.5,17.6,1382933.1340891088,1281436.844089109,0.0,105485.13,-3320.040000000001,0.0,-668.8,20.29,
611335,"ת""ת ובי' ישורון",תשעה,דרום,קרית מלאכי,10348,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,221,8,7.5,27.625,3888963.716968885,0.0,0.0,505379.05000000005,-100967.05,531813.1669688859,-1397.32,0.0,4.0
611368,אחדות,תשעה,דרום,אשדוד,703,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,132,14,5.5,22.0,2874226.251259406,2427282.7038000003,0.0,236503.44,-113701.98,322092.68745940627,-759.0,53.12,5.0
611376,מוריה,תשעה,דרום,אשדוד,703,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,128,0,5.5,21.333333333333332,2674556.0295033418,2240219.9025999997,0.0,167001.17,-189223.01,454219.6869033422,-470.12,48.5,5.0
611392,אסף-מימון,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,529,0,19.0,27.842105263157894,7632347.908614036,6908183.245172277,0.0,608983.3300000001,28327.74,92261.51344175778,-5407.92,154.44,2.0
611418,אלפסי,תשעה,דרום,דימונה,22004,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,108,19,4.5,18.0,3594647.465841418,2903396.6462,0.0,395424.47000000003,-92950.33000000002,386522.11964141787,-553.84,65.25,5.0
611426,קול יעקב,תשעה,דרום,ירוחם,8318,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 3,בינוני,580,19,20.0,29.0,11027702.350606488,8931011.2154,0.0,1103337.66,-325536.15,1323692.0252064902,-4802.4,212.06,3.0
611434,יד יצחק,תשעה,דרום,קרית גת,26302,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,370,0,13.0,28.46153846153846,5116406.140628651,4486587.230099999,0.0,460765.74999999994,-32622.25,198415.65052865082,-2357.04,96.17,4.0
611442,נעים הליכות,תשעה,צפון,עפולה,77008,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,לא מחושב,,43,0,2.0,10.75,1200524.69,1139727.28,0.0,57092.01,3936.5999999999995,0.0,-231.2,20.0,
611459,יעלים-עופרים,תשעה,דרום,ערד,25601,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,315,28,12.0,26.25,5960658.847490074,4976593.174,0.0,598169.8199999998,-273164.97000000003,658356.3834900751,-2103.96,125.84,4.0
611475,תיכון כפר אדומים,תשעה,ירושלים,מטה בנימין,7300000,יהודי,ממלכתי,מוכר,עליונה בלבד,רגיל,לא מחושב,,32,11,1.0,32.0,1310998.3099999998,0.0,1235850.37,55279.56999999999,20489.29,0.0,-620.92,0.0,
611483,מכללת עמל מקס פיין,תשעה,תל אביב,תל אביב-יפו,50005,יהודי,ממלכתי,מוכר,עליונה בלבד,רגיל,לא מחושב,,227,0,14.0,16.214285714285715,7770259.1800000025,0.0,7740004.0200000005,0.0,32002.04,0.0,-1746.88,0.0,
611491,עמי אסף,תשעה,דרום,דימונה,22004,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,337,13,12.0,28.083333333333332,5938141.518462156,4894200.5476,0.0,530894.7799999999,-153578.36,665852.3108621564,-2036.16,109.47,4.0
611533,בית יעקב החדש,תשעה,דרום,אשדוד,703,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,271,0,8.0,33.875,2587788.545686282,0.0,0.0,204289.84000000003,22762.4,35732.6756862824,-3408.96,0.0,2.0
611541,בנות ירושלים,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,לא מחושב,,8,0,0.5,8.0,486814.61,455674.45,0.0,27020.16,803.2,0.0,-53.28,4.0,
611558,גנזי המלך,תשעה,צפון,צפת,80002,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,לא מחושב,,102,0,4.0,20.4,1834711.1147999999,1684486.1164000002,0.0,140160.9,10468.6,139.09840000000003,-543.6,32.11,
611632,אור החיים,תשעה,דרום,אשקלון,71001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,77,8,3.0,12.833333333333334,2752367.735124099,2204895.6072,0.0,202911.43,-75228.95,419874.40792409884,-84.76,48.809999999999995,5.0
611657,יוסף קארו,תשעה,דרום,באר שבע,90001,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,284,0,13.0,21.846153846153847,6686630.153423851,5689791.7228,0.0,362869.08,-189112.75,821061.1006238523,-787.4,124.78,5.0
611665,ידיד השם,תשעה,ירושלים,ירושלים,30007,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,לא מחושב,,170,0,7.5,21.25,2918118.3663999997,2644413.9864000003,0.0,256955.37999999998,17762.8,0.0,-1013.8,57.2,
611699,בן-צבי,תשעה,דרום,קרית גת,26302,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,223,7,9.0,24.77777777777778,4679707.142971707,3955180.259,0.0,391294.47,-68640.26999999999,400359.64397170633,-1295.36,87.30999999999999,4.0
611715,צין,תשעה,דרום,רמת נגב,4800000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 2,בינוני - חזק,294,0,11.0,26.727272727272727,4260570.977655638,3826839.1966000004,0.0,296154.9699999999,-53396.83,194035.4010556383,-3061.76,83.08,2.0
611723,יצחק רבין,תשעה,דרום,דימונה,22004,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,224,0,10.0,22.4,4653354.705755526,3954556.5032,0.0,308736.16,-132679.64,520440.6425555267,-507.36,90.69,5.0
611756,הדמוקרטי כנף,תשעה,צפון,גולן,7100000,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,לא מחושב,,74,0,3.5,10.571428571428571,1252748.5792,1161973.1192,0.0,84725.42,6659.799999999999,0.0,-609.76,12.2,
611772,"ת""ת ברסלב אלעד",תשעה,מרכז,אלעד,13094,יהודי,חרדי,רשמי,יסודי בלבד,רגיל,לא מחושב,,122,0,6.5,17.428571428571427,2684386.8013999998,2495001.6314000003,0.0,174265.97,16226.8,0.0,-1107.6,48.88,
611780,בן עטר,תשעה,דרום,דימונה,22004,יהודי,ממלכתי דתי,רשמי,יסודי בלבד,רגיל,יסודי 4,חלש - בינוני,300,0,13.0,23.076923076923077,6317585.651034468,5218466.724799999,0.0,486221.55999999994,-156730.86,768795.9862344685,-1976.16,121.54,4.0
611798,אלי כהן,תשעה,דרום,קרית מלאכי,10348,יהודי,ממלכתי,רשמי,יסודי בלבד,רגיל,יסודי 5,חלש,296,0,12.0,24.666666666666668,6262919.681464463,4945069.098043565,0.0,426318.08,-179270.97999999998,1069314.283420899,-1319.2,117.69999999999999,5.0
611814,"ת""ת וב""י נתיב מאיר",תשעה,דרום,באר שבע,90001,יהודי,חרדי,מוכר,יסודי בלבד,רגיל,יסודי 5,חלש,217,11,8.5,24.11111111111111,4024609.139765282,0.0,0.0,481957.51,-32615.84999999999,267047.9797652832,-894.0,0.0,5.0
